titulo,link,data_publicacao,fonte,sim_tecnologia,sim_grupo,sim_impacto,relevante_semantico
Projeto Inocência,https://memoriaglobo.globo.com/jornalismo/jornalismo-e-telejornais/fantastico/series/noticia/projeto-inocencia.ghtml,26 meses atrás,Memória Globo,0.46605173,0.58191633,0.86623967,True
Gabrielle Cenci: Reconhecimento facial pela IA no CPP brasileiro,https://www.conjur.com.br/2023-jun-20/gabrielle-cenci-reconhecimento-facial-ia-cpp-brasileiro/,27 meses atrás,Consultor Jurídico,0.6761152,0.5717014,0.3801931,True
"Pela segunda vez, jovem negro inocente vira réu após reconhecimento por foto",https://midianinja.org/pela-segunda-vez-jovem-negro-inocente-vira-reu-por-causa-de-reconhecimento-por-foto/,29 meses atrás,Mídia NINJA,0.40918368,0.5342122,0.554041,True
Refletindo sobre Inteligência Artificial e injustiças,https://diplomatique.org.br/refletindo-sobre-inteligencia-artificial-e-injusticas/,30 meses atrás,Diplomatique,0.76551497,0.3308311,0.5152181,True
Ministério Público pede suspensão de reconhecimento facial por prejudicar população negra,https://midianinja.org/ministerio-publico-pede-suspensao-de-reconhecimento-facial-que-prejudica-populacao-negra/,2 de out. de 2023,Mídia NINJA,0.5960412,0.51176167,0.41377813,True
Representatividade das pessoas negras no mercado consumidor,https://seudireito.proteste.org.br/representatividade-das-pessoas-negras-no-mercado-consumidor/,30 de mai. de 2023,www.proteste.org.br,0.30318415,0.7827856,0.5518636,True
"Após acusar uma pessoa negra de roubo, homem é cercado por populares e preso por racismo",https://noticiapreta.com.br/populares-cercam-homem-preso-racismo/,19 de jun. de 2023,Notícia Preta,0.22140688,0.64106333,0.6255552,True
Sistema de reconhecimento facial para prender tem viés racista e gera erros,https://mpmt.mp.br/portalcao/news/1217/134418/sistema-de-reconhecimento-facial-para-prender-tem-vies-racista-e-gera-erros/112,20 meses atrás,Ministério Público do Estado de Mato Grosso,0.6343305,0.4693141,0.5942879,True
Tecnologias de reconhecimento racial: qual face se busca criminalizar?,https://diplomatique.org.br/tecnologias-de-reconhecimento-racial-qual-face-se-busca-criminalizar/,15 meses atrás,Diplomatique,0.37954032,0.52860713,0.6293113,True
Reconhecimento facial: erros expõem falta de transparência e viés racista,https://noticias.uol.com.br/cotidiano/ultimas-noticias/2024/04/28/reconhecimento-facial-erros-falta-de-transparencia.htm,17 meses atrás,UOL Notícias,0.7058284,0.5435897,0.59551936,True
"Abordagens por reconhecimento facial têm 10% de falsos positivos, diz PM na Alerj",https://www.brasildefato.com.br/2024/09/04/abordagens-por-reconhecimento-facial-tem-10-de-falsos-positivos-diz-pm-na-alerj/,13 meses atrás,Brasil de Fato,0.6975233,0.32764405,0.5187399,True
Reconhecimento facial: um filme de terror para os negros brasileiros,https://www.metropoles.com/colunas/rodrigo-franca/reconhecimento-facial-um-filme-de-terror-para-os-negros-brasileiros,17 meses atrás,Metrópoles,0.6676107,0.68122125,0.49731314,True
Reconhecimento facial equivocado leva a prisão injusta nos EUA,https://olhardigital.com.br/2024/01/24/seguranca/reconhecimento-facial-equivocado-leva-a-prisao-injusta-nos-eua/,20 meses atrás,Olhar Digital,0.6080885,0.29353,0.5583221,True
Inteligência artificial: mulheres negras sofrem mais erros em abordagens de reconhecimento facial do que brancos,https://g1.globo.com/podcast/o-assunto/noticia/2024/02/15/inteligencia-artificial-mulheres-negras-sofrem-mais-erros-em-abordagens-de-reconhecimento-facial-do-que-brancos.ghtml,19 meses atrás,G1,0.62236524,0.50021255,0.44346413,True
O que é preconceito algorítmico?,https://exame.com/hub-faculdade-exame/preconceito-algoritmico-os-computadores-podem-cometer-erros-como-nos-2/,29 de ago. de 2024,Exame,0.5333557,0.28381783,0.65715665,True
O que é preconceito algorítmico?,https://exame.com/hub-faculdade-exame/preconceito-algoritmico-os-computadores-podem-cometer-erros-como-nos-2/,13 meses atrás,Exame,0.5333557,0.28381783,0.65715665,True
Dia da Consciência Negra: personagens negros que marcaram a História do Brasil,https://www.ihu.unisinos.br/categorias/646182-dia-da-consciencia-negra-personagens-negros-que-marcaram-a-historia-do-brasil,10 meses atrás,Instituto Humanitas Unisinos - IHU,0.31509396,0.7488127,0.5170823,True
"90% das pessoas presas por reconhecimento facial são negras, diz estudo",https://www.cartacapital.com.br/politica/90-das-pessoas-presas-por-reconhecimento-facial-sao-negras-diz-estudo/,22 de nov. de 2019,CartaCapital,0.516436,0.63581693,0.47761908,True
Cerca de 90% das pessoas presas com uso de reconhecimento facial são negras,https://www.brasildefato.com.br/2019/11/27/cerca-de-90-das-pessoas-presas-com-uso-de-reconhecimento-facial-sao-negras/,27 de nov. de 2019,Brasil de Fato,0.5058036,0.6176587,0.4699463,True
Reino Unido usa reconhecimento facial ‘racista’ em passaportes,https://olhardigital.com.br/2019/10/10/noticias/reino-unido-usa-reconhecimento-facial-racista-em-passaportes/,10 de out. de 2019,Olhar Digital,0.55976665,0.45028338,0.53291035,True
Algoritmos de reconhecimento facial falham em combinar rostos de mulheres negras,https://canaltech.com.br/inteligencia-artificial/algoritmos-de-reconhecimento-facial-falham-em-combinar-rostos-de-mulheres-negras-144657/,22 de jul. de 2019,Canaltech,0.6688359,0.5182666,0.3563604,True
"Sistema de reconhecimento facial erra, e homem negro é preso por engano",https://www.uol.com.br/tilt/noticias/redacao/2020/06/25/homem-e-preso-apos-erro-de-tecnologia-de-reconhecimento-facial-nos-eua.htm,63 meses atrás,UOL,0.6081039,0.5584786,0.4679128,True
Homem negro é preso injustamente por causa de reconhecimento facial defeituoso,https://www.estadao.com.br/link/homem-negro-e-preso-injustamente-por-causa-de-reconhecimento-facial-defeituoso/,63 meses atrás,Estadão,0.54023707,0.56354153,0.47332555,True
Por que tantos negros são alvo de prisão injusta com base em reconhecimentos,https://ponte.org/por-que-tantos-negros-sao-alvo-de-prisao-injusta-com-base-em-reconhecimentos/,60 meses atrás,Ponte Jornalismo,0.25214309,0.66623986,0.59272647,True
De novo: homem negro é preso nos EUA após falha de reconhecimento facial,https://www.uol.com.br/tilt/noticias/redacao/2020/09/07/pela-2-vez-homem-negro-e-preso-nos-eua-apos-erro-de-reconhecimento-facial.htm,61 meses atrás,UOL,0.53225696,0.62115073,0.5251274,True
Como o reconhecimento falho em delegacias leva negros e pobres para a prisão,https://conectas.org/noticias/como-o-reconhecimento-falho-em-delegacias-leva-negros-e-pobres-para-a-prisao/,46 meses atrás,Conectas,0.25283656,0.59260976,0.5447534,True
Falha em reconhecimento facial leva homem à prisão nos EUA,https://www.estadao.com.br/link/cultura-digital/falha-em-reconhecimento-facial-leva-homem-a-prisao-nos-eua/,56 meses atrás,Estadão,0.6339756,0.29237938,0.54693156,True
Qual o impacto da tecnologia de reconhecimento facial na população negra?,https://jornal.usp.br/ciencias/qual-o-impacto-da-tecnologia-de-reconhecimento-facial-na-populacao-negra/,53 meses atrás,Jornal da USP,0.7315631,0.6059866,0.43163577,True
Reconhecimento facial e a insegurança das pessoas negras,https://almapreta.com.br/sessao/quilombo/reconhecimento-facial-e-a-inseguranca-das-pessoas-negras/,48 meses atrás,Alma Preta Jornalismo,0.64843345,0.7290181,0.58364874,True
O algoritmo e racismo nosso de cada dia,https://piaui.folha.uol.com.br/o-algoritmo-e-racismo-nosso-de-cada-dia/,57 meses atrás,Revista Piauí,0.57356226,0.45421392,0.60719687,True
"A história de João, jovem negro condenado sem o reconhecimento das vítimas",https://apublica.org/2021/06/a-historia-de-joao-jovem-negro-condenado-sem-o-reconhecimento-das-vitimas/,51 meses atrás,Agência Pública,0.24059743,0.5576349,0.5051966,True
80% das prisões errôneas por reconhecimento facial no RJ são de negros,https://agenciabrasil.ebc.com.br/radioagencia-nacional/justica/audio/2022-01/80-das-prisoes-erroneas-por-reconhecimento-facial-no-rj-sao-de-negros,44 meses atrás,Agência Brasil,0.42064932,0.5957611,0.55624425,True
Câmeras com reconhecimento facial no Recife podem agravar racismo e ameaçar direitos,https://www.brasildefato.com.br/2022/03/21/cameras-com-reconhecimento-facial-no-recife-podem-agravar-racismo-e-ameacar-direitos/,42 meses atrás,Brasil de Fato,0.5714905,0.49490315,0.514346,True
"Reconhecimento facial aprofunda racismo estrutural, dizem pesquisadoras",https://cnte.org.br/noticias/reconhecimento-facial-aprofunda-racismo-estrutural-dizem-pesquisadoras-392f,33 meses atrás,CNTE-CUT,0.68918544,0.57542306,0.65813124,True
"Favelas precisam de justiça racial, não de reconhecimento facial",https://diplomatique.org.br/favelas-precisam-de-justica-racial-nao-de-reconhecimento-facial/,39 meses atrás,Diplomatique,0.42329264,0.5578368,0.6373592,True
Racismo nas corporações: por que pessoas negras são mais abordadas pela polícia,https://conectas.org/noticias/racismo-nas-corporacoes-por-que-pessoas-negras-sao-mais-abordadas-pela-policia/,43 meses atrás,Conectas,0.17379081,0.6693289,0.61563057,True
A tecnologia de reconhecimento facial na capital da “Democracia Racial”,https://www.brasildefato.com.br/2022/06/20/a-tecnologia-de-reconhecimento-facial-na-capital-da-democracia-racial/,39 meses atrás,Brasil de Fato,0.7478795,0.5027931,0.48906997,True
"Com mais de mil prisões na BA, sistema de reconhecimento facial é criticado por 'racismo algorítmico'; inocente ficou preso por 26 dias",https://g1.globo.com/ba/bahia/noticia/2023/09/01/com-mais-de-mil-prisoes-na-ba-sistema-de-reconhecimento-facial-e-criticado-por-racismo-algoritmico-inocente-ficou-preso-por-26-dias.ghtml,1 de set. de 2023,G1,0.5027486,0.37615743,0.5214069,True
"Erros no reconhecimento de pessoas presas recaem sobre negros, diz estudo",https://www.cnj.jus.br/erros-no-reconhecimento-de-pessoas-presas-recaem-sobre-negros-diz-estudo/,20 de abr. de 2023,Portal CNJ,0.31276873,0.6940916,0.56946844,True
RJ: Jovem negro acusado por reconhecimento facial é inocentado pela terceira vez,https://www.brasildefato.com.br/2023/10/06/rj-jovem-negro-acusado-por-reconhecimento-facial-e-inocentado-pela-terceira-vez/,6 de out. de 2023,Brasil de Fato,0.5273109,0.54992443,0.49553466,True
Homem negro é preso após erro em tecnologia de reconhecimento facial,https://www.uol.com.br/tilt/noticias/redacao/2023/01/06/homem-negro-e-preso-apos-erro-em-tecnologia-de-reconhecimento-facial.htm,6 de jan. de 2023,UOL,0.6120359,0.5378342,0.40649265,True
Reconhecimento facial e o racismo na segurança pública do País,https://summitmobilidade.estadao.com.br/compartilhando-o-caminho/reconhecimento-facial-e-o-racismo-na-seguranca-publica-do-pais/,16 de jun. de 2023,Summit Mobilidade,0.5598089,0.4986353,0.6146075,True
Refletindo sobre Inteligência Artificial e injustiças,https://diplomatique.org.br/refletindo-sobre-inteligencia-artificial-e-injusticas/,30 meses atrás,Diplomatique,0.76551497,0.3308311,0.515218,True
Projeto Inocência,https://memoriaglobo.globo.com/jornalismo/jornalismo-e-telejornais/fantastico/series/noticia/projeto-inocencia.ghtml,27 de jul. de 2023,Memória Globo,0.46605173,0.58191633,0.86623967,True
Ministério Público pede suspensão de reconhecimento facial por prejudicar população negra,https://midianinja.org/ministerio-publico-pede-suspensao-de-reconhecimento-facial-que-prejudica-populacao-negra/,2 de out. de 2023,Mídia NINJA,0.59604126,0.51176167,0.41377813,True
"Pela segunda vez, jovem negro inocente vira réu após reconhecimento por foto",https://midianinja.org/pela-segunda-vez-jovem-negro-inocente-vira-reu-por-causa-de-reconhecimento-por-foto/,12 de abr. de 2023,Mídia NINJA,0.40918368,0.5342122,0.554041,True
Reconhecimento facial: erros expõem falta de transparência e viés racista,https://noticias.uol.com.br/cotidiano/ultimas-noticias/2024/04/28/reconhecimento-facial-erros-falta-de-transparencia.htm,17 meses atrás,UOL Notícias,0.7058284,0.5435897,0.59551936,True
Sistema de reconhecimento facial para prender tem viés racista e gera erros,https://mpmt.mp.br/portalcao/news/1217/134418/sistema-de-reconhecimento-facial-para-prender-tem-vies-racista-e-gera-erros/112,20 meses atrás,Ministério Público do Estado de Mato Grosso,0.6343305,0.469314,0.5942879,True
Tecnologias de reconhecimento racial: qual face se busca criminalizar?,https://diplomatique.org.br/tecnologias-de-reconhecimento-racial-qual-face-se-busca-criminalizar/,15 meses atrás,Diplomatique,0.37954032,0.52860713,0.6293113,True
"Abordagens por reconhecimento facial têm 10% de falsos positivos, diz PM na Alerj",https://www.brasildefato.com.br/2024/09/04/abordagens-por-reconhecimento-facial-tem-10-de-falsos-positivos-diz-pm-na-alerj/,13 meses atrás,Brasil de Fato,0.69752336,0.32764405,0.5187399,True
Reconhecimento facial: um filme de terror para os negros brasileiros,https://www.metropoles.com/colunas/rodrigo-franca/reconhecimento-facial-um-filme-de-terror-para-os-negros-brasileiros,17 meses atrás,Metrópoles,0.6676107,0.68122125,0.49731314,True
Inteligência artificial: mulheres negras sofrem mais erros em abordagens de reconhecimento facial do que brancos,https://g1.globo.com/podcast/o-assunto/noticia/2024/02/15/inteligencia-artificial-mulheres-negras-sofrem-mais-erros-em-abordagens-de-reconhecimento-facial-do-que-brancos.ghtml,15 de fev. de 2024,G1,0.62236524,0.50021255,0.44346413,True
O 'chicote tecnológico' da identificação facial é cruel com o negro,https://oglobo.globo.com/opiniao/artigos/coluna/2024/04/o-chicote-tecnologico-da-identificacao-facial-e-cruel-com-o-negro.ghtml,30 de abr. de 2024,O Globo,0.6871939,0.6237612,0.51798195,True
Reconhecimento facial equivocado leva a prisão injusta nos EUA,https://olhardigital.com.br/2024/01/24/seguranca/reconhecimento-facial-equivocado-leva-a-prisao-injusta-nos-eua/,24 de jan. de 2024,Olhar Digital,0.6080886,0.29353005,0.5583221,True
Mulheres negras sofrem mais erros em abordagens de reconhecimento facial do que brancos,http://nosmulheresdaperiferia.com.br/mulheres-negras-sofrem-mais-erros-em-abordagens-de-reconhecimento-facial-do-que-brancos/,4 de mar. de 2024,"Nós, mulheres da periferia",0.56230575,0.5406207,0.46240902,True
Reino Unido usa reconhecimento facial ‘racista’ em passaportes,https://olhardigital.com.br/2019/10/10/noticias/reino-unido-usa-reconhecimento-facial-racista-em-passaportes/,10 de out. de 2019,Olhar Digital,0.55976665,0.45028338,0.53291035,True
"Além de envelhecer, FaceApp embranquece rostos negros","https://www.estadao.com.br/infograficos/link,alem-de-envelhecer-faceapp-embranquece-rostos-negros,1018384",2 de ago. de 2019,Estadão,0.72161716,0.6625914,0.3590376,True
"Racismo velado? Além de envelhecer, FaceApp embranquece rostos negros",https://vermelho.org.br/2019/08/04/racismo-velado-alem-de-envelhecer-faceapp-embranquece-rostos-negros/,4 de ago. de 2019,Vermelho,0.6737648,0.7064254,0.6066948,True
O racismo por trás dos filtros do FaceApp e de outras tecnologias,https://noticias.r7.com/tecnologia-e-ciencia/o-racismo-por-tras-dos-filtros-do-faceapp-e-de-outras-tecnologias-19072019/,19 de jul. de 2019,R7,0.55197895,0.52432173,0.6224778,True
ONU: algoritmos racistas aumentam discriminação racial por serviços de segurança,https://oglobo.globo.com/celina/onu-algoritmos-racistas-aumentam-discriminacao-racial-por-servicos-de-seguranca-24768880,29 de nov. de 2020,O Globo,0.25775042,0.5174431,0.71069276,True
"Universidade Federal de Minas Gerais - Racismo nas redes sociais é tema de entrevista no programa Expresso 104,5",https://ufmg.br/comunicacao/noticias/racismo-nas-redes-sociais-e-tema-de-entrevista-no-programa-expresso-104-5,23 de set. de 2020,UFMG - Universidade Federal de Minas Gerais,0.27256948,0.5192901,0.5994363,True
"Sistema de reconhecimento facial erra, e homem negro é preso por engano",https://www.uol.com.br/tilt/noticias/redacao/2020/06/25/homem-e-preso-apos-erro-de-tecnologia-de-reconhecimento-facial-nos-eua.htm,25 de jun. de 2020,UOL,0.608104,0.55847853,0.46791276,True
Qual o impacto da tecnologia de reconhecimento facial na população negra?,https://jornal.usp.br/ciencias/qual-o-impacto-da-tecnologia-de-reconhecimento-facial-na-populacao-negra/,4 de mai. de 2021,Jornal da USP,0.7315631,0.6059866,0.43163577,True
"Reconhecimento facial aprofunda racismo estrutural, dizem pesquisadoras",https://www.cut.org.br/noticias/reconhecimento-facial-aprofunda-racismo-estrutural-dizem-pesquisadoras-2595,13 de dez. de 2022,CUT - Central Única dos Trabalhadores,0.68918544,0.57542306,0.65813124,True
80% das prisões errôneas por reconhecimento facial no RJ são de negros,https://agenciabrasil.ebc.com.br/radioagencia-nacional/justica/audio/2022-01/80-das-prisoes-erroneas-por-reconhecimento-facial-no-rj-sao-de-negros,12 de jan. de 2022,Agência Brasil,0.42064926,0.5957611,0.55624425,True
Câmeras com reconhecimento facial no Recife podem agravar racismo e ameaçar direitos,https://www.brasildefato.com.br/2022/03/21/cameras-com-reconhecimento-facial-no-recife-podem-agravar-racismo-e-ameacar-direitos/,21 de mar. de 2022,Brasil de Fato,0.5714905,0.4949031,0.514346,True
"Entenda o racismo algorítmico, que também atinge negros fora das redes",https://www1.folha.uol.com.br/tec/2022/10/entenda-o-racismo-algoritmico-que-tambem-atinge-negros-fora-das-redes.shtml,14 de out. de 2022,Folha de S.Paulo,0.3534037,0.6125432,0.7088922,True
Você sabe o que é preconceito algorítmico? Especialistas apontam possíveis razões e soluções para o problema,https://www.ifsudestemg.edu.br/noticias/juizdefora/2022/02/voce-sabe-o-que-e-preconceito-algoritmico-especialistas-apontam-possiveis-razoes-e-solucoes-para-o-problema,30 de mar. de 2022,IF Sudeste MG,0.5534756,0.22900063,0.50167936,True
(PDF) Racismo algorítmico: inteligência artificial e discriminação nas redes digitais,https://www.researchgate.net/publication/358278108_Racismo_algoritmico_inteligencia_artificial_e_discriminacao_nas_redes_digitais,4 de fev. de 2022,ResearchGate,0.5564277,0.37348968,0.5509242,True
"Com mais de mil prisões na BA, sistema de reconhecimento facial é criticado por 'racismo algorítmico'; inocente ficou preso por 26 dias",https://g1.globo.com/ba/bahia/noticia/2023/09/01/com-mais-de-mil-prisoes-na-ba-sistema-de-reconhecimento-facial-e-criticado-por-racismo-algoritmico-inocente-ficou-preso-por-26-dias.ghtml,25 meses atrás,G1,0.50274855,0.37615743,0.5214069,True
RJ: Jovem negro acusado por reconhecimento facial é inocentado pela terceira vez,https://www.brasildefato.com.br/2023/10/06/rj-jovem-negro-acusado-por-reconhecimento-facial-e-inocentado-pela-terceira-vez/,24 meses atrás,Brasil de Fato,0.527311,0.5499245,0.49553466,True
Reconhecimento facial e o racismo na segurança pública do País,https://summitmobilidade.estadao.com.br/compartilhando-o-caminho/reconhecimento-facial-e-o-racismo-na-seguranca-publica-do-pais/,27 meses atrás,Summit Mobilidade,0.55980885,0.4986353,0.6146075,True
Maior presença de negros no país reflete reconhecimento racial,https://agenciabrasil.ebc.com.br/geral/noticia/2023-12/maior-presenca-de-negros-no-pais-reflete-reconhecimento-racial,21 meses atrás,Agência Brasil,0.28085646,0.78099877,0.6943142,True
'O que essa tecnologia está fazendo com a história?': artistas negras apontam viés racista em inteligência artificial,https://oglobo.globo.com/cultura/noticia/2023/07/09/o-que-essa-tecnologia-esta-fazendo-com-a-historia-artistas-negras-apontam-vies-racista-em-inteligencia-artificial.ghtml,26 meses atrás,O Globo,0.42991394,0.57327765,0.51543903,True
Refletindo sobre Inteligência Artificial e injustiças,https://diplomatique.org.br/refletindo-sobre-inteligencia-artificial-e-injusticas/,30 meses atrás,Diplomatique,0.76551497,0.3308311,0.515218,True
Racismo algorítmico e representatividade negra na TI,https://www.tecmundo.com.br/mercado/274379-racismo-algoritmico-representatividade-negra-ti.htm,22 meses atrás,TecMundo,0.38488364,0.6849539,0.75717443,True
Reconhecimento facial: erros expõem falta de transparência e viés racista,https://noticias.uol.com.br/cotidiano/ultimas-noticias/2024/04/28/reconhecimento-facial-erros-falta-de-transparencia.htm,28 de abr. de 2024,UOL Notícias,0.7058285,0.5435898,0.5955194,True
Sistema de reconhecimento facial para prender tem viés racista e gera erros,https://www.conjur.com.br/2024-jan-15/sistema-de-reconhecimento-facial-para-prender-tem-vies-racista-e-gera-erros/,15 de jan. de 2024,Consultor Jurídico,0.6343305,0.4693141,0.5942879,True
Inteligência artificial: mulheres negras sofrem mais erros em abordagens de reconhecimento facial do que brancos,https://g1.globo.com/podcast/o-assunto/noticia/2024/02/15/inteligencia-artificial-mulheres-negras-sofrem-mais-erros-em-abordagens-de-reconhecimento-facial-do-que-brancos.ghtml,15 de fev. de 2024,G1,0.62236524,0.50021255,0.44346413,True
Reconhecimento facial: um filme de terror para os negros brasileiros,https://www.metropoles.com/colunas/rodrigo-franca/reconhecimento-facial-um-filme-de-terror-para-os-negros-brasileiros,23 de abr. de 2024,Metrópoles,0.66761065,0.68122125,0.49731314,True
"Abordagens por reconhecimento facial têm 10% de falsos positivos, diz PM na Alerj",https://www.brasildefato.com.br/2024/09/04/abordagens-por-reconhecimento-facial-tem-10-de-falsos-positivos-diz-pm-na-alerj/,4 de set. de 2024,Brasil de Fato,0.69752336,0.32764405,0.5187399,True
Reconhecimento facial nos estádios é aderido por mais da metade da Série A do Brasileirão,https://www.estadao.com.br/esportes/futebol/reconhecimento-facial-nos-estadios-e-aderido-por-mais-da-metade-da-serie-a-do-brasileirao/,3 de mai. de 2024,Estadão,0.7218543,0.5093674,0.26708275,True
O que é racismo algorítmico?,https://www.institutoclaro.org.br/cidadania/nossas-novidades/podcasts/o-que-e-racismo-algoritmico/,29 de mai. de 2024,Portal do Instituto Claro,0.5690623,0.48960853,0.6698312,True
O que é preconceito algorítmico?,https://exame.com/hub-faculdade-exame/preconceito-algoritmico-os-computadores-podem-cometer-erros-como-nos/,29 de ago. de 2024,Exame,0.5333557,0.28381783,0.65715665,True
"Se você não é racista, não pareça racista",https://www1.folha.uol.com.br/opiniao/2024/03/se-voce-nao-e-racista-nao-pareca-racista.shtml,24 de mar. de 2024,Folha de S.Paulo,0.21175875,0.5259196,0.69699347,True
O que é racismo algorítmico?,https://www.politize.com.br/o-que-e-racismo-algoritmico/,14 de mar. de 2024,Politize!,0.5690623,0.48960853,0.6698312,True
De novo: reconhecimento facial incrimina erroneamente pessoas negras,https://olhardigital.com.br/2020/09/05/noticias/de-novo-reconhecimento-facial-incrimina-erroneamente-pessoas-negras/,5 de set. de 2020,Olhar Digital,0.70636773,0.681996,0.5838323,True
"Sistema de reconhecimento facial erra, e homem negro é preso por engano",https://www.uol.com.br/tilt/noticias/redacao/2020/06/25/homem-e-preso-apos-erro-de-tecnologia-de-reconhecimento-facial-nos-eua.htm,25 de jun. de 2020,UOL,0.6081041,0.55847853,0.46791276,True
Por que tantos negros são alvo de prisão injusta com base em reconhecimentos,https://ponte.org/por-que-tantos-negros-sao-alvo-de-prisao-injusta-com-base-em-reconhecimentos/,17 de set. de 2020,Ponte Jornalismo,0.2521431,0.66623986,0.59272647,True
De novo: homem negro é preso nos EUA após falha de reconhecimento facial,https://www.uol.com.br/tilt/noticias/redacao/2020/09/07/pela-2-vez-homem-negro-e-preso-nos-eua-apos-erro-de-reconhecimento-facial.htm,7 de set. de 2020,UOL,0.53225696,0.62115073,0.5251274,True
Reconhecimento facial e a insegurança das pessoas negras,https://almapreta.com.br/sessao/quilombo/reconhecimento-facial-e-a-inseguranca-das-pessoas-negras/,10 de set. de 2021,Alma Preta Jornalismo,0.6484334,0.729018,0.58364874,True
Como o reconhecimento falho em delegacias leva negros e pobres para a prisão,https://conectas.org/noticias/como-o-reconhecimento-falho-em-delegacias-leva-negros-e-pobres-para-a-prisao/,29 de nov. de 2021,Conectas,0.25283656,0.59260976,0.5447534,True
Empresa brasileira promete 99% de precisão no reconhecimento facial de negros,https://olhardigital.com.br/2021/04/23/seguranca/empresa-brasileira-promete-99-de-precisao-no-reconhecimento-facial-de-negros/,23 de abr. de 2021,Olhar Digital,0.55061173,0.53924716,0.323758,True
"Reconhecimento facial aprofunda racismo estrutural, dizem pesquisadoras",https://www.cut.org.br/noticias/reconhecimento-facial-aprofunda-racismo-estrutural-dizem-pesquisadoras-2595,13 de dez. de 2022,CUT - Central Única dos Trabalhadores,0.68918544,0.575423,0.65813124,True
A tecnologia de reconhecimento facial na capital da “Democracia Racial”,https://www.brasildefato.com.br/2022/06/20/a-tecnologia-de-reconhecimento-facial-na-capital-da-democracia-racial/,20 de jun. de 2022,Brasil de Fato,0.7478795,0.5027931,0.48906997,True
Racismo algorítmico e os desafios da inteligência artificial,https://olhardigital.com.br/2022/12/22/colunistas/racismo-algoritmico-e-os-desafios-da-inteligencia-artificial/,22 de dez. de 2022,Olhar Digital,0.70249605,0.43148994,0.5704961,True
Câmeras com reconhecimento facial no Recife podem agravar racismo e ameaçar direitos,https://www.brasildefato.com.br/2022/03/21/cameras-com-reconhecimento-facial-no-recife-podem-agravar-racismo-e-ameacar-direitos/,21 de mar. de 2022,Brasil de Fato,0.5714905,0.49490318,0.514346,True
"Com mais de mil prisões na BA, sistema de reconhecimento facial é criticado por 'racismo algorítmico'; inocente ficou preso por 26 dias",https://g1.globo.com/ba/bahia/noticia/2023/09/01/com-mais-de-mil-prisoes-na-ba-sistema-de-reconhecimento-facial-e-criticado-por-racismo-algoritmico-inocente-ficou-preso-por-26-dias.ghtml,1 de set. de 2023,G1,0.50274855,0.37615743,0.5214069,True
RJ: Jovem negro acusado por reconhecimento facial é inocentado pela terceira vez,https://www.brasildefato.com.br/2023/10/06/rj-jovem-negro-acusado-por-reconhecimento-facial-e-inocentado-pela-terceira-vez/,6 de out. de 2023,Brasil de Fato,0.527311,0.5499245,0.49553466,True
"Erros no reconhecimento de pessoas presas recaem sobre negros, diz estudo",https://www.cnj.jus.br/erros-no-reconhecimento-de-pessoas-presas-recaem-sobre-negros-diz-estudo/,20 de abr. de 2023,Portal CNJ,0.31276873,0.6940916,0.56946844,True
"Pela segunda vez, jovem negro inocente vira réu após reconhecimento por foto",https://midianinja.org/pela-segunda-vez-jovem-negro-inocente-vira-reu-por-causa-de-reconhecimento-por-foto/,12 de abr. de 2023,Mídia NINJA,0.40918368,0.5342122,0.554041,True
Projeto Inocência,https://memoriaglobo.globo.com/jornalismo/jornalismo-e-telejornais/fantastico/series/noticia/projeto-inocencia.ghtml,27 de jul. de 2023,Memória Globo,0.46605185,0.58191633,0.86623967,True
Inteligência artificial: mulheres negras sofrem mais erros em abordagens de reconhecimento facial do que brancos,https://g1.globo.com/podcast/o-assunto/noticia/2024/02/15/inteligencia-artificial-mulheres-negras-sofrem-mais-erros-em-abordagens-de-reconhecimento-facial-do-que-brancos.ghtml,15 de fev. de 2024,G1,0.62236524,0.50021255,0.44346413,True
Sistema de reconhecimento facial para prender tem viés racista e gera erros,https://www.conjur.com.br/2024-jan-15/sistema-de-reconhecimento-facial-para-prender-tem-vies-racista-e-gera-erros/,15 de jan. de 2024,Consultor Jurídico,0.6343305,0.4693141,0.5942879,True
O 'chicote tecnológico' da identificação facial é cruel com o negro,https://oglobo.globo.com/opiniao/artigos/coluna/2024/04/o-chicote-tecnologico-da-identificacao-facial-e-cruel-com-o-negro.ghtml,30 de abr. de 2024,O Globo,0.68719393,0.62376106,0.517982,True
"Sistema de reconhecimento facial erra, e homem negro é preso por engano",https://www.uol.com.br/tilt/noticias/redacao/2020/06/25/homem-e-preso-apos-erro-de-tecnologia-de-reconhecimento-facial-nos-eua.htm,25 de jun. de 2020,UOL,0.608104,0.55847853,0.46791276,True
Homem negro é preso injustamente por causa de reconhecimento facial defeituoso,https://www.estadao.com.br/link/homem-negro-e-preso-injustamente-por-causa-de-reconhecimento-facial-defeituoso/,26 de jun. de 2020,Estadão,0.54023695,0.56354165,0.4733256,True
De novo: reconhecimento facial incrimina erroneamente pessoas negras,https://olhardigital.com.br/2020/09/05/noticias/de-novo-reconhecimento-facial-incrimina-erroneamente-pessoas-negras/,5 de set. de 2020,Olhar Digital,0.70636773,0.681996,0.5838323,True
Por que tantos negros são alvo de prisão injusta com base em reconhecimentos,https://ponte.org/por-que-tantos-negros-sao-alvo-de-prisao-injusta-com-base-em-reconhecimentos/,17 de set. de 2020,Ponte Jornalismo,0.2521431,0.66623986,0.59272647,True
