titulo,link,data_publicacao,fonte
Inteligências artificiais têm dificuldade em reconhecer pessoas de pele escura,https://www.gazetadopovo.com.br/economia/quando-o-robo-nao-reconhece-a-pele-escura-dj1czox8aebwgvru2jzvveyze/,29 de jun. de 2018,Gazeta do Povo
Google conserta seu algoritmo “racista” apagando os gorilas,https://brasil.elpais.com/brasil/2018/01/14/tecnologia/1515955554_803955.html,16 de jan. de 2018,El País Brasil
MPDFT investiga empresas que vendem serviço de reconhecimento facial,https://agenciabrasil.ebc.com.br/geral/noticia/2018-08/mpdft-investiga-empresas-que-vendem-servico-de-reconhecimento-facial,16 de ago. de 2018,Agência Brasil
A importância da data está no reconhecimento dos descendentes africanos na constituição e construção da sociedade,https://www.defensoria.rs.def.br/a-importancia-da-data-esta-no-reconhecimento-dos-descendentes-africanos-na-constituicao-e-construcao-da-sociedade,20 de nov. de 2018,www.defensoria.rs.def.br
Preconceito das máquinas: como algoritmos podem ser racistas e machistas,https://www.uol.com.br/tilt/noticias/redacao/2018/04/24/preconceito-das-maquinas-como-algoritmos-tomam-decisoes-discriminatorias.htm,24 de abr. de 2018,UOL
Inteligência artificial: Por que as tecnologias de reconhecimento facial são tão contestadas,https://www.bbc.com/portuguese/geral-48889883,5 de jul. de 2019,BBC
Cerca de 90% das pessoas presas com uso de reconhecimento facial são negras,https://www.brasildefato.com.br/2019/11/27/cerca-de-90-das-pessoas-presas-com-uso-de-reconhecimento-facial-sao-negras/,27 de nov. de 2019,Brasil de Fato
Amazon trabalha em legislação para reconhecimento facial,https://forbes.com.br/colunas/2019/10/amazon-trabalha-em-legislacao-para-reconhecimento-facial/,3 de out. de 2019,Forbes Brasil
"Tecnologia de reconhecimento facial apresenta viés e imprecisão, aponta estudo do governo dos EUA",https://g1.globo.com/economia/tecnologia/noticia/2019/12/20/tecnologia-de-reconhecimento-facial-apresenta-vies-e-imprecisao-aponta-estudo-do-governo-dos-eua.ghtml,20 de dez. de 2019,G1
“Racismo algorítmico”: pesquisador mostra como os algoritmos podem discriminar,https://www.rfi.fr/br/brasil/20190806-racismo-algoritmico-pesquisador-mostra-como-os-algoritmos-podem-discriminar,6 de ago. de 2019,RFI
Reino Unido usa reconhecimento facial ‘racista’ em passaportes,https://olhardigital.com.br/2019/10/10/noticias/reino-unido-usa-reconhecimento-facial-racista-em-passaportes/,10 de out. de 2019,Olhar Digital
O racismo por trás dos filtros do FaceApp e de outras tecnologias,https://noticias.r7.com/tecnologia-e-ciencia/o-racismo-por-tras-dos-filtros-do-faceapp-e-de-outras-tecnologias-19072019/,19 de jul. de 2019,R7
Algoritmos reproduzem machismo e racismo por se basearem em práticas discriminatórias dos humanos,https://oglobo.globo.com/economia/algoritmos-reproduzem-machismo-racismo-por-se-basearem-em-praticas-discriminatorias-dos-humanos-24085081,17 de nov. de 2019,O Globo
Artigo | Políticas de comunicação e racismo 18 anos após Declaração de Durban,https://www.brasildefato.com.br/2019/12/10/artigo-or-politicas-de-comunicacao-e-racismo-18-anos-apos-declaracao-de-durban/,10 de dez. de 2019,Brasil de Fato
Artigo | O racismo que estrutura as tecnologias digitais de informação e comunicação,https://www.brasildefato.com.br/2019/12/03/artigo-or-o-racismo-que-estrutura-as-tecnologias-digitais-de-informacao-e-comunicacao/,3 de dez. de 2019,Brasil de Fato
ONU: algoritmos racistas aumentam discriminação racial por serviços de segurança,https://oglobo.globo.com/celina/onu-algoritmos-racistas-aumentam-discriminacao-racial-por-servicos-de-seguranca-24768880,29 de nov. de 2020,O Globo
Empresas abandonam reconhecimento facial por identificações equivocadas,https://veja.abril.com.br/tecnologia/empresas-abandonam-reconhecimento-facial-por-identificacoes-equivocadas/,19 de jun. de 2020,VEJA
"Universidade Federal de Minas Gerais - Racismo nas redes sociais é tema de entrevista no programa Expresso 104,5",https://ufmg.br/comunicacao/noticias/racismo-nas-redes-sociais-e-tema-de-entrevista-no-programa-expresso-104-5,23 de set. de 2020,UFMG - Universidade Federal de Minas Gerais
"Impreciso com negros, reconhecimento facial da Amazon é suspenso",https://exame.com/tecnologia/impreciso-com-negros-sistema-de-reconhecimento-facial-da-amazon-e-suspenso/,11 de jun. de 2020,Exame
"O reconhecimento facial é racista? Uma questão para IBM, Microsoft e Amazon",https://neofeed.com.br/inovacao/o-reconhecimento-facial-e-racista-uma-questao-para-ibm-microsoft-e-amazon/,12 de jun. de 2020,NeoFeed
Riscos da inteligência artificial levantam alerta e suscitam respostas,https://agenciabrasil.ebc.com.br/geral/noticia/2020-08/riscos-da-inteligencia-artificial-levantam-alerta-e-suscitam-respostas,1 de set. de 2020,Agência Brasil
Timnit Gebru: quem é a funcionária do Google demitida após acusar empresa de racismo e censura,https://www.bbc.com/portuguese/geral-55195078,4 de dez. de 2020,BBC
Artigo: O pacto narcísico da branquitude e o dilema social,https://www.cartacapital.com.br/blogs/intervozes/artigo-o-pacto-narcisico-da-branquitude-e-o-dilema-social/,30 de set. de 2020,CartaCapital
Twitter se desculpa por ‘algoritmo racista’,https://oglobo.globo.com/economia/tecnologia/twitter-se-desculpa-por-algoritmo-racista-24652125,21 de set. de 2020,O Globo
"Sistema de reconhecimento facial erra, e homem negro é preso por engano",https://www.uol.com.br/tilt/noticias/redacao/2020/06/25/homem-e-preso-apos-erro-de-tecnologia-de-reconhecimento-facial-nos-eua.htm,25 de jun. de 2020,UOL
"Usado para detectar a Covid-19, oxímetro é alvo de discriminação racial",https://olhardigital.com.br/2020/08/07/noticias/usado-para-detectar-a-covid-19-oximetro-e-alvo-de-discriminacao-racial/,7 de ago. de 2020,Olhar Digital
Twitter diz que irá analisar algoritmo de prévia de imagens após queixas de racismo por usuários,https://g1.globo.com/economia/tecnologia/noticia/2020/09/21/executivos-do-twitter-dizem-que-irao-analisar-possivel-vies-discriminatorio-em-algoritmo-de-previa-de-imagens.ghtml,21 de set. de 2020,G1
Qual o impacto da tecnologia de reconhecimento facial na população negra?,https://jornal.usp.br/ciencias/qual-o-impacto-da-tecnologia-de-reconhecimento-facial-na-populacao-negra/,4 de mai. de 2021,Jornal da USP
"Sob críticas por viés racial, reconhecimento facial chega a 20 estados",https://www1.folha.uol.com.br/cotidiano/2021/07/sob-criticas-por-vies-racial-reconhecimento-facial-chega-a-20-estados.shtml,9 de jul. de 2021,Folha de S.Paulo
"'Se você denuncia machismo e racismo, é tratada como louca', diz Timnit Gebru",https://www.bbc.com/portuguese/internacional-58507638,9 de set. de 2021,BBC
Facebook cria banco de dados para remover preconceito da inteligência artificial,https://www.cnnbrasil.com.br/tecnologia/facebook-cria-banco-de-dados-para-remover-preconceito-da-inteligencia-artificial/,9 de abr. de 2021,CNN Brasil
Racismo algorítmico: a inteligência artificial a serviço da discriminação,https://www.correiobraziliense.com.br/opiniao/2021/01/4902182-racismo-algoritmico-a-inteligencia-artificial-a-servico-da-discriminacao.html,23 de jan. de 2021,Correio Braziliense
Cufa fez cadastramento facial de pessoas em favelas; tecnologia pode promover racismo,https://www.brasildefato.com.br/2021/04/26/cufa-fez-cadastramento-facial-de-pessoas-em-favelas-tecnologia-pode-promover-racismo/,26 de abr. de 2021,Brasil de Fato
5 práticas antirracistas para implementar no dia a dia,https://ibdfam.org.br/noticias/8288/,22 de mar. de 2021,IBDFAM : Instituto Brasileiro de Direito de Família
Coded Bias: documentário da Netflix revela viés racista em algoritmos,https://guiadoestudante.abril.com.br/dica-cultural/coded-bias-documentario-da-netflix-revela-vies-racista-em-algoritmos/,16 de abr. de 2021,Guia do Estudante
Exclusivo: 83% dos presos injustamente por reconhecimento fotográfico no Brasil são negros,https://g1.globo.com/fantastico/noticia/2021/02/21/exclusivo-83percent-dos-presos-injustamente-por-reconhecimento-fotografico-no-brasil-sao-negros.ghtml,21 de fev. de 2021,G1
Mulheres negras debatem avanços e desafios no combate ao racismo 20 anos após Durban,https://brasil.un.org/pt-br/152259-mulheres-negras-debatem-avan%C3%A7os-e-desafios-no-combate-ao-racismo-20-anos-ap%C3%B3s-durban,19 de out. de 2021,As Nações Unidas no Brasil
Racismo algorítmico: impactos da cor no ambiente virtual,https://projetocolabora.com.br/ods10/racismo-algoritmico/,23 de fev. de 2021,#Colabora - Jornalismo Sustentável
Discriminação algorítmica: por que algoritmos preocupam quando acertam e erram?,https://www.jota.info/opiniao-e-analise/colunas/constituicao-empresa-e-mercado/discriminacao-algoritmica-por-que-algoritmos-preocupam-quando-acertam-e-erram,4 de ago. de 2021,JOTA Info
O algoritmo e racismo nosso de cada dia,https://piaui.folha.uol.com.br/o-algoritmo-e-racismo-nosso-de-cada-dia/,2 de jan. de 2021,Revista Piauí
"Liberdade de expressão não dá direito a discriminação, diz especialista",https://exame.com/brasil/liberdade-de-expressao-nao-da-direito-a-discriminacao-diz-especialista/,8 de out. de 2021,Exame
Walmart deixa de lacrar cosméticos voltados para público negro nos EUA,https://www.cnnbrasil.com.br/internacional/walmart-deixa-de-lacrar-produtos-voltados-para-publico-negro-nos-eua/,23 de jun. de 2021,CNN Brasil
Efeito de algoritmos racistas pode ser mais devastador do que você imagina,https://www.uol.com.br/tilt/reportagens-especiais/como-os-algoritmos-espalham-racismo/,26 de jan. de 2021,UOL
"Reconhecimento facial aprofunda racismo estrutural, dizem pesquisadoras",https://cnte.org.br/noticias/reconhecimento-facial-aprofunda-racismo-estrutural-dizem-pesquisadoras-392f,13 de dez. de 2022,CNTE-CUT
Reconhecimento Facial: Entenda o impacto da Inteligência Artificial na vida da população negra,https://exame.com/esg/reconhecimento-facial-entenda-o-impacto-da-inteligencia-artificial-na-vida-da-populacao-negra/,4 de out. de 2022,Exame
Racismo algorítmico: Tecnologias de reconhecimento facial se tornam um pesadelo para pessoas negras,https://www.moneytimes.com.br/racismo-algoritmico-tecnologias-de-reconhecimento-facial-se-tornam-um-pesadelo-para-pessoas-negras/,28 de jan. de 2022,Money Times
Câmeras com reconhecimento facial no Recife podem agravar racismo e ameaçar direitos,https://www.brasildefato.com.br/2022/03/21/cameras-com-reconhecimento-facial-no-recife-podem-agravar-racismo-e-ameacar-direitos/,21 de mar. de 2022,Brasil de Fato
"Entenda o racismo algorítmico, que também atinge negros fora das redes",https://www1.folha.uol.com.br/tec/2022/10/entenda-o-racismo-algoritmico-que-tambem-atinge-negros-fora-das-redes.shtml,14 de out. de 2022,Folha de S.Paulo
Ação questiona uso de reconhecimento facial no metrô de SP,https://www.migalhas.com.br/quentes/360681/acao-questiona-uso-de-reconhecimento-facial-no-metro-de-sp,3 de mar. de 2022,Migalhas
80% das prisões errôneas por reconhecimento facial no RJ são de negros,https://agenciabrasil.ebc.com.br/radioagencia-nacional/justica/audio/2022-01/80-das-prisoes-erroneas-por-reconhecimento-facial-no-rj-sao-de-negros,12 de jan. de 2022,Agência Brasil
Justiça suspende sistema de reconhecimento facial no Metrô de SP,https://idec.org.br/noticia/justica-determina-suspensao-de-sistema-de-reconhecimento-facial-no-metro-de-sp,23 de mar. de 2022,Idec - Instituto de Defesa de Consumidores
A polêmica sobre as câmeras de reconhecimento facial,https://mobilidade.estadao.com.br/inovacao/a-polemica-sobre-as-cameras-de-reconhecimento-facial/,7 de dez. de 2022,Estadão Mobilidade
Prefeitura de Vitória da Conquista reforça compromisso com a luta contra a discriminação racial,https://www.pmvc.ba.gov.br/prefeitura-de-vitoria-da-conquista-reforca-compromisso-com-a-luta-contra-a-discriminacao-racial/,21 de mar. de 2022,Prefeitura Municipal de Vitória da Conquista - PMVC
A influência do racismo estrutural no uso do reconhecimento fotográfico como meio de prova,https://www.conjur.com.br/2022-jan-14/limite-penal-racismo-estrutural-reconhecimento-fotografico-meio-prova/,14 de jan. de 2022,Consultor Jurídico
Você sabe o que é preconceito algorítmico? Especialistas apontam possíveis razões e soluções para o problema,https://www.ifsudestemg.edu.br/noticias/juizdefora/2022/02/voce-sabe-o-que-e-preconceito-algoritmico-especialistas-apontam-possiveis-razoes-e-solucoes-para-o-problema,30 de mar. de 2022,IF Sudeste MG
Avaliar e punir: motoristas e passageiros relatam racismo na Uber,https://www.intercept.com.br/2022/08/10/motoristas-e-passageiros-negros-da-uber-relatam-expulsoes-notas-baixas-xingamentos-e-assedios/,10 de ago. de 2022,Intercept Brasil
‘Tire Meu Rosto da Sua Mira’: reconhecimento facial pode ser mais uma ferramenta de violação de direitos,https://almapreta.com.br/sessao/cotidiano/tire-meu-rosto-da-sua-mira-reconhecimento-facial-pode-ser-mais-um-ferramenta-de-violacao-de-direitos/,24 de nov. de 2022,Alma Preta Jornalismo
(PDF) Racismo algorítmico: inteligência artificial e discriminação nas redes digitais,https://www.researchgate.net/publication/358278108_Racismo_algoritmico_inteligencia_artificial_e_discriminacao_nas_redes_digitais,4 de fev. de 2022,ResearchGate
Vulnerabilidade digital e discriminação algorítmica - parte 5,https://www.jota.info/opiniao-e-analise/colunas/direito-dos-grupos-vulneraveis/vulnerabilidade-digital-e-discriminacao-algoritmica-parte-5,4 de abr. de 2022,JOTA Info
"Artigo | A tecnologia de reconhecimento facial em Recife, capital da “Democracia Racial”",https://www.brasildefato.com.br/2022/06/20/artigo-a-tecnologia-de-reconhecimento-facial-em-recife-capital-da-democracia-racial/,20 de jun. de 2022,Brasil de Fato
Reprovados por robôs: o risco da inteligência artificial no RH,https://www.intercept.com.br/2022/11/24/como-plataformas-de-inteligencia-artificial-podem-discriminar-mulheres-idosos-e-faculdades-populares-em-processos-seletivos/,24 de nov. de 2022,Intercept Brasil
TJ mantém proibição de câmeras de reconhecimento facial no Metrô de SP,https://agenciabrasil.ebc.com.br/geral/noticia/2022-04/tj-mantem-proibicao-de-cameras-de-reconhecimento-facial-no-metro-de-sp,18 de abr. de 2022,Agência Brasil
"Sob pressão dos movimentos sociais, Prefeitura licita 108 relógios com câmeras de reconhecimento facial",https://marcozero.org/sob-pressao-dos-movimentos-sociais-prefeitura-licita-108-relogios-com-cameras-de-reconhecimento-facial/,19 de jun. de 2022,Marco Zero Conteúdo
‘As big techs devem responder pelo racismo algorítmico’,https://www.nexojornal.com.br/entrevista/2022/03/26/as-big-techs-devem-responder-pelo-racismo-algoritmico,26 de mar. de 2022,Nexo Jornal
O que é racismo algorítmico e por que ele precisa ser discutido na escola?,https://www.fundacaotelefonicavivo.org.br/noticias/o-que-e-racismo-algoritmico-e-por-que-falar-dele-na-escola/,18 de nov. de 2022,Fundação Telefônica Vivo
Google lança nova escala de 10 tons de pele para avaliar inteligência artificial,https://www.cnnbrasil.com.br/tecnologia/google-lanca-nova-escala-de-10-tons-de-pele-para-avaliar-inteligencia-artificial/,11 de mai. de 2022,CNN Brasil
Relembre casos em que inocentes foram presos por engano pela polícia no Rio,https://oglobo.globo.com/rio/relembre-casos-em-que-inocentes-foram-presos-por-engano-pela-policia-no-rio-2-25386459,9 de fev. de 2022,O Globo
Racismo digital: como as máquinas reproduzem comportamentos humanos,"https://www.em.com.br/app/noticia/diversidade/2022/03/15/noticia-diversidade,1352795/racismo-digital-como-as-maquinas-reproduzem-comportamentos-humanos.shtml",15 de mar. de 2022,Estado de Minas
Metrô de SP vai começar a usar reconhecimento facial na linha 3,https://www1.folha.uol.com.br/cotidiano/2022/11/metro-de-sp-vai-comecar-a-usar-reconhecimento-facial-na-linha-3.shtml,21 de nov. de 2022,Folha de S.Paulo
“Smart Sampa”: entenda a polêmica do edital de monitoramento facial em São Paulo,https://olhardigital.com.br/2022/11/30/pro/smart-sampa-entenda-a-polemica-do-edital-de-monitoramento-facial-em-sao-paulo/,30 de nov. de 2022,Olhar Digital
Metrô de SP inaugura polêmico sistema IA de reconhecimento facial,https://gizmodo.uol.com.br/metro-de-sp-inaugura-polemico-sistema-ia-de-reconhecimento-facial/,22 de nov. de 2022,UOL
"Com mais de mil prisões na BA, sistema de reconhecimento facial é criticado por 'racismo algorítmico'; inocente ficou preso por 26 dias",https://g1.globo.com/ba/bahia/noticia/2023/09/01/com-mais-de-mil-prisoes-na-ba-sistema-de-reconhecimento-facial-e-criticado-por-racismo-algoritmico-inocente-ficou-preso-por-26-dias.ghtml,1 de set. de 2023,G1
Reconhecimento facial e o racismo na segurança pública do País,https://summitmobilidade.estadao.com.br/compartilhando-o-caminho/reconhecimento-facial-e-o-racismo-na-seguranca-publica-do-pais/,16 de jun. de 2023,Summit Mobilidade
Reconhecimento facial: prisões no Carnaval reacendem o debate de uma tecnologia com altas taxas de erros,https://revistaafirmativa.com.br/reconhecimento-facial-prisoes-no-carnaval-reacendem-o-debate-de-uma-tecnologia-com-altas-taxas-de-erros/,3 de mar. de 2023,Revista Afirmativa
Reconhecimento facial está presente em todos os estados do Brasil,https://agenciabrasil.ebc.com.br/geral/noticia/2023-08/reconhecimento-facial-esta-presente-em-todos-os-estados-do-brasil,31 de ago. de 2023,Agência Brasil
SP: Câmera de identificação facial é vetada por risco de prática racista [18/05/2023],https://noticias.uol.com.br/politica/ultimas-noticias/2023/05/18/tribunal-suspense-cameras-reconhecimento-facial-sp.htm,18 de mai. de 2023,UOL Notícias
STJ absolve homem negro que foi condenado com base só em reconhecimento facial,https://www.jota.info/justica/stj-absolve-homem-negro-que-foi-condenado-com-base-so-em-reconhecimento-facial,11 de mai. de 2023,JOTA Info
RJ: Jovem negro acusado por reconhecimento facial é inocentado pela terceira vez,https://www.brasildefato.com.br/2023/10/06/rj-jovem-negro-acusado-por-reconhecimento-facial-e-inocentado-pela-terceira-vez/,6 de out. de 2023,Brasil de Fato
Juiz suspende compra de câmeras com reconhecimento facial em SP,https://www.migalhas.com.br/quentes/386804/juiz-suspende-compra-de-cameras-com-reconhecimento-facial-em-sp,19 de mai. de 2023,Migalhas
'O que essa tecnologia está fazendo com a história?': artistas negras apontam viés racista em inteligência artificial,https://oglobo.globo.com/cultura/noticia/2023/07/09/o-que-essa-tecnologia-esta-fazendo-com-a-historia-artistas-negras-apontam-vies-racista-em-inteligencia-artificial.ghtml,9 de jul. de 2023,O Globo
Refletindo sobre Inteligência Artificial e injustiças,https://diplomatique.org.br/refletindo-sobre-inteligencia-artificial-e-injusticas/,5 de abr. de 2023,Diplomatique
Refletindo sobre Inteligência Artificial e injustiças,https://diplomatique.org.br/refletindo-sobre-inteligencia-artificial-e-injusticas/,5 de abr. de 2023,Diplomatique
Tecnologia de Reconhecimento Facial e Segurança Pública nas Capitai...,https://journals.openedition.org/cs/8111,2 de fev. de 2023,OpenEdition Journals
"Reconhecimento facial endossa preconceito algorítmico, afirmam especialistas",https://dplnews.com/reconhecimento-facial-endossa-preconceito-algoritmico-afirmam-especialistas/,30 de jun. de 2023,DPL News
Os desafios para regulamentar o uso da inteligência artificial,https://revistapesquisa.fapesp.br/os-desafios-para-regulamentar-o-uso-da-inteligencia-artificial/,1 de set. de 2023,Revista Pesquisa Fapesp
A Inteligência Artificial é racista? Instituto lança campanha e alerta,https://desinformante.com.br/inteligencia-artificial-racista-campanha/,30 de out. de 2023,desinformante
SP: câmeras vão guardar dados de localização e reconhecimento facial,https://agenciabrasil.ebc.com.br/geral/noticia/2023-05/sp-cameras-vao-guardar-dados-de-localizacao-e-reconhecimento-facial,17 de mai. de 2023,Agência Brasil
Ativistas negros evangélicos buscam reconhecimento e lutam contra o racismo,https://jornal.usp.br/noticias/ativistas-negros-evangelicos-buscam-reconhecimento-e-lutam-contra-o-racismo/,6 de mar. de 2023,Jornal da USP
Colonialismo Digital: os avanços tecnológicos e racismo no algoritmo – Parte 2,https://www.brasildefato.com.br/colunista/ana-dindara/2023/01/30/colonialismo-digital-os-avancos-tecnologicos-e-racismo-no-algoritmo-parte-2/,30 de jan. de 2023,Brasil de Fato
Maior presença de negros no país reflete reconhecimento racial,https://agenciabrasil.ebc.com.br/geral/noticia/2023-12/maior-presenca-de-negros-no-pais-reflete-reconhecimento-racial,24 de dez. de 2023,Agência Brasil
Reconhecimento facial em escolas pode ameaçar privacidade,https://agenciabrasil.ebc.com.br/geral/noticia/2023-03/reconhecimento-facial-em-escolas-pode-ameacar-privacidade,20 de mar. de 2023,Agência Brasil
10 autores negros que todo professor precisa conhecer,https://porvir.org/10-autores-negros-que-todo-professor-precisa-conhecer/,22 de mar. de 2023,PORVIR - Inovações em Educação
Não existe discriminação algorítmica no Judiciário brasileiro,https://www.migalhas.com.br/depeso/398549/nao-existe-discriminacao-algoritmica-no-judiciario-brasileiro,7 de dez. de 2023,Migalhas
Os desafios para regulamentar o uso da inteligência artificial,https://www.nexojornal.com.br/externo/2023/09/09/os-desafios-para-regulamentar-o-uso-da-inteligencia-artificial,9 de set. de 2023,Nexo Jornal
Movimento Negro Unificado (MNU) - História e legado,https://www.politize.com.br/movimento-negro-unificado/,14 de jan. de 2023,Politize!
'Me urinei de medo ao ser levada no camburão da PM por erro de IA',https://www.uol.com.br/tilt/noticias/redacao/2023/11/15/erro-camera-reconhecimento-facial.htm,15 de nov. de 2023,UOL
Feia x bonita: como o racismo algorítmico impacta imagem de mulheres negras na internet,https://www.jb.com.br/brasil/2023/07/1045052-feia-x-bonita-como-o-racismo-algoritmico-impacta-imagem-de-mulheres-negras-na-internet.html,26 de jul. de 2023,Jornal do Brasil
O devido respeito: reflexão sobre assédio sexual e preconceito contra a mulher,https://www.conjur.com.br/2023-abr-26/escritos-mulher-devido-respeito-reflexoes-assedio-preconceito/,26 de abr. de 2023,Consultor Jurídico
"No Reino Unido, uso de inteligência artificial pelo serviço público levanta questionamentos",https://www.rfi.fr/br/europa/20231025-no-reino-unido-uso-de-intelig%C3%AAncia-artificial-pelo-servi%C3%A7o-p%C3%BAblico-levanta-questionamentos,25 de out. de 2023,RFI
Erro em reconhecimento facial constrange psicóloga em conferência,https://defensoria.rj.def.br/noticia/detalhes/29955-Erro-em-reconhecimento-facial-constrange-psicologa-em-conferencia,12 de jul. de 2024,Defensoria Pública do Rio de Janeiro
Reconhecimento facial: erros expõem falta de transparência e viés racista,https://noticias.uol.com.br/cotidiano/ultimas-noticias/2024/04/28/reconhecimento-facial-erros-falta-de-transparencia.htm,28 de abr. de 2024,UOL Notícias
Reconhecimento facial: um filme de terror para os negros brasileiros,https://www.metropoles.com/colunas/rodrigo-franca/reconhecimento-facial-um-filme-de-terror-para-os-negros-brasileiros,23 de abr. de 2024,Metrópoles
"Reconhecimento facial têm alto índice de erro e viés racista e transfóbico, dizem especialistas",https://ponte.org/reconhecimento-facial-tem-alto-indice-de-erro-e-vies-racista-e-transfobico-dizem-especialistas/,6 de nov. de 2024,Ponte Jornalismo
O racismo agravado pelo uso de câmeras e IA na segurança pública,https://www.cartacapital.com.br/opiniao/o-racismo-agravado-pelo-uso-de-cameras-e-ia-na-seguranca-publica/,30 de jul. de 2024,CartaCapital
Sistema de reconhecimento facial para prender tem viés racista e gera erros,https://www.conjur.com.br/2024-jan-15/sistema-de-reconhecimento-facial-para-prender-tem-vies-racista-e-gera-erros/,15 de jan. de 2024,Consultor Jurídico
Inteligência artificial: mulheres negras sofrem mais erros em abordagens de reconhecimento facial do que brancos,https://g1.globo.com/podcast/o-assunto/noticia/2024/02/15/inteligencia-artificial-mulheres-negras-sofrem-mais-erros-em-abordagens-de-reconhecimento-facial-do-que-brancos.ghtml,15 de fev. de 2024,G1
Tecnologias de reconhecimento racial: qual face se busca criminalizar?,https://diplomatique.org.br/tecnologias-de-reconhecimento-racial-qual-face-se-busca-criminalizar/,13 de jun. de 2024,Diplomatique
Reconhecimento facial nos estádios é aderido por mais da metade da Série A do Brasileirão,https://www.estadao.com.br/esportes/futebol/reconhecimento-facial-nos-estadios-e-aderido-por-mais-da-metade-da-serie-a-do-brasileirao/,3 de mai. de 2024,Estadão
Livro discute racismo em algoritmos e ferramentas de redes sociais,https://almapreta.com.br/sessao/agenda/livro-discute-racismo-em-algoritmos-e-ferramentas-de-redes-sociais/,10 de abr. de 2024,Alma Preta Jornalismo
A adoção da tecnologia de reconhecimento facial em estádios,https://www.nexojornal.com.br/externo/2024/09/23/reconhecimento-facial-estadios-futebol-tecnologia,23 de set. de 2024,Nexo Jornal
Especialistas alertam para o risco de racismo no uso de reconhecimento facial durante o carnaval,https://marcozero.org/especialistas-alertam-para-o-risco-de-racismo-no-uso-de-reconhecimento-facial-durante-o-carnaval/,1 de fev. de 2024,Marco Zero Conteúdo
O que é preconceito algorítmico?,https://exame.com/hub-faculdade-exame/preconceito-algoritmico-os-computadores-podem-cometer-erros-como-nos/,29 de ago. de 2024,Exame
"Abordagens por reconhecimento facial têm 10% de falsos positivos, diz PM em audiência na Alerj",https://www.brasildefato.com.br/2024/09/03/abordagens-por-reconhecimento-facial-tem-10-de-falsos-positivos-diz-pm-em-audiencia-na-alerj/,3 de set. de 2024,Brasil de Fato
Jovens negros carregam traumas de reconhecimento fotográfico injusto,https://agenciabrasil.ebc.com.br/direitos-humanos/noticia/2024-09/jovens-negros-carregam-traumas-de-reconhecimento-fotografico-injusto,28 de set. de 2024,Agência Brasil
Análise de candidatos a cotas do Vestibular evolui com tecnologia de identificação facial,https://jornal.unicamp.br/noticias/2024/02/05/analise-de-candidatos-a-cotas-do-vestibular-evolui-com-tecnologia-de-identificacao-facial/,5 de fev. de 2024,Jornal da Unicamp
Você sabia que IAs podem ser racistas? Entenda como acontece a discriminação por algoritmos,https://epocanegocios.globo.com/inteligencia-artificial/noticia/2024/03/voce-sabia-que-ias-podem-ser-racistas-entenda-como-acontece-a-discriminacao-por-algoritmos.ghtml,21 de mar. de 2024,Época Negócios
Erros em série expõem fragilidade do reconhecimento facial como ferramenta de combate ao crime,https://www.cartacapital.com.br/tecnologia/erros-em-serie-expoem-fragilidade-do-reconhecimento-facial-como-ferramenta-de-combate-ao-crime/,19 de abr. de 2024,CartaCapital
Mulher é confundida com foragida por sistema facial da PM: 'Racismo',https://noticias.uol.com.br/cotidiano/ultimas-noticias/2024/07/11/reconhecimento-facial-confunde-servidora-publica-com-foragida.htm,11 de jul. de 2024,UOL Notícias
O 'chicote tecnológico' da identificação facial é cruel com o negro,https://oglobo.globo.com/opiniao/artigos/coluna/2024/04/o-chicote-tecnologico-da-identificacao-facial-e-cruel-com-o-negro.ghtml,30 de abr. de 2024,O Globo
"Chatbots de IA são mais propensos a recomendar pena de morte para réus negros, diz estudo",https://almapreta.com.br/sessao/cotidiano/chatbots-de-ia-sao-mais-propensos-a-recomendar-pena-de-morte-para-reus-negros-diz-estudo/,19 de mar. de 2024,Alma Preta Jornalismo
Viés algorítmico e discriminação: Como os algoritmos de IA podem perpetuar e amplificar vieses sociais,https://www.migalhas.com.br/depeso/415125/vies-algoritmico-e-discriminacao-ia-pode-amplificar-vieses-sociais,12 de set. de 2024,Migalhas
"Abordagens por reconhecimento facial têm 10% de falsos positivos, diz PM em audiência na Alerj",https://www.brasildefato.com.br/2024/09/03/abordagens-por-reconhecimento-facial-tem-10-de-falsos-positivos-diz-pm-em-audiencia-na-alerj/,3 de set. de 2024,Brasil de Fato
Rogério Carvalho critica reconhecimento facial da SSP após mais um jovem negro ser confundido com criminoso,https://horanews.net/rogerio-carvalho-critica-reconhecimento-facial-da-ssp-apos-mais-um-jovem-negro-ser-confundido-com-criminoso/,15 de abr. de 2024,Hora News – Sergipe
Racismo tecnológico: a discriminação hi-tech e ampliada,https://www.correiobraziliense.com.br/opiniao/2024/03/6827508-racismo-tecnologico-a-discriminacao-hi-tech-e-ampliada.html,30 de mar. de 2024,Correio Braziliense
Inconformidade do reconhecimento facial no contexto das garantias de direitos,https://www.conjur.com.br/2024-out-16/inconformidade-do-reconhecimento-facial-no-contexto-das-garantias-de-direitos/,16 de out. de 2024,Consultor Jurídico
Como o racismo algorítmico afeta as crianças?,https://lunetas.com.br/como-o-racismo-algoritmico-afeta-as-criancas/,27 de mai. de 2024,Portal Lunetas
Unmasking AI – My mission to protect what is human in a world of machines,https://experienceclub.com.br/unmasking-ai-my-mission-to-protect-what-is-human-in-a-world-of-machines/,4 de abr. de 2024,Experience Club
